"","Date","Client","Industry","Location","Position","Skillset","Interview_Type","Gender","Candidate_Loc","Job_Location","Venue","Native_Loc","Permission","Hope","3_hour_call","Alt_Number","Resume_Printout","Clarify_Venue","Share_Letter","Expected","Attendance","Marital_Status","Distance","DayOfWeek"
"1022","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1023","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1024","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1025","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sat"
"1026","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM-(Network, sharepoint,ms exchange)","scheduled","Male","chennai","chennai","Chennai","Cuttack","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1027","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCm- Desktop support","scheduled","Female","chennai","chennai","Chennai","Cuttack","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1028","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","Sccm- networking","scheduled","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1029","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCm- Desktop support","scheduled","Female","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1030","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCm- Desktop support","scheduled","Female","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1031","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCm- Desktop support","scheduled","Female","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1032","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","sccm","scheduled","Male","CHENNAI","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1033","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM – SQL","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1034","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM – Sharepoint","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1035","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,"no","no","no","Single",0,"Sat"
"1036","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1037","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1038","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","SCCM","scheduled","Male","Chennai","chennai","Chennai","Hyderabad","no","yes","yes","no","yes","yes","yes","uncertain","yes","Single",0,"Sat"
"1039","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","Production Support - SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1040","2016-08-20","Standard Chartered Bank","BFSI","chennai","Routine","Production Support - SCCM","scheduled","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1041","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1042","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1043","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Hyderabad","no",NA,NA,NA,NA,NA,"no","no","no","Single",0,"Thurs"
"1044","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Cuttack","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1045","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1046","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Chennai",NA,NA,NA,NA,NA,NA,NA,NA,"yes","Single",0,"Thurs"
"1047","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","BaseSAS Program/ Reporting","scheduled","Male","Bangalore","bangalore","Bangalore","Tirupati","no","yes","yes","yes","yes","no","yes","yes","yes","Married",0,"Thurs"
"1048","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1049","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Allahabad",NA,NA,NA,NA,NA,NA,NA,NA,"yes","Married",0,"Thurs"
"1050","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Hyderabad",NA,NA,NA,NA,NA,NA,NA,NA,"no","Single",0,"Thurs"
"1051","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Salem",NA,NA,NA,NA,NA,NA,NA,NA,"yes","Single",0,"Thurs"
"1052","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Kolkata",NA,NA,NA,NA,NA,NA,NA,NA,"no","Single",0,"Thurs"
"1053","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1054","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Cuttack",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Thurs"
"1055","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1056","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Thurs"
"1057","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1058","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Female","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Thurs"
"1059","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Noida","yes","yes","yes","yes","yes","no","no","uncertain","no","Single",0,"Thurs"
"1060","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Noida",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Thurs"
"1061","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Thurs"
"1062","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Cuttack",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Thurs"
"1063","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Hyderabad","no",NA,NA,NA,NA,NA,NA,"no","no","Married",0,"Thurs"
"1064","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Thurs"
"1065","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Visakapatinam","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Thurs"
"1066","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Female","Bangalore","bangalore","Bangalore","Bangalore",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Thurs"
"1067","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Thurs"
"1068","2016-01-14","Standard Chartered Bank","BFSI","bangalore","Routine","SAS","scheduled","Male","Bangalore","bangalore","Bangalore","Pune","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Thurs"
"1069","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1070","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1071","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chandigarh","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1072","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"1073","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1074","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1075","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1076","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1077","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","no",NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Sat"
"1078","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Cuttack",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"1079","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Cochin","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1080","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1081","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Visakapatinam",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Sat"
"1082","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"1083","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","no",NA,NA,NA,NA,NA,NA,"uncertain","no","Married",0,"Sat"
"1084","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","yes","Married",0,"Sat"
"1085","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","no",NA,NA,NA,NA,NA,NA,"uncertain","yes","Single",0,"Sat"
"1086","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sat"
"1087","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Cuttack",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"1088","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"1089","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad",NA,NA,NA,NA,NA,NA,NA,"uncertain","no","Single",0,"Sat"
"1090","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1091","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1092","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1093","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1094","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1095","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1096","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1097","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1098","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1099","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1100","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1101","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1102","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Bangalore","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sat"
"1103","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1104","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1105","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1106","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1107","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1108","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1109","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Allahabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1110","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1111","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1112","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Allahabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1113","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1114","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sat"
"1115","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1116","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1117","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sat"
"1118","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1119","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1120","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1121","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1122","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1123","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1124","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1125","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1126","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1127","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1128","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1129","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1130","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Married",0,"Sat"
"1131","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1132","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1133","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1134","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1135","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","yes","Single",0,"Sat"
"1136","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Female","Chennai","chennai","Chennai","Chennai","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
"1137","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Coimbatore","yes","yes","yes","yes","yes","yes","yes","yes","yes","Married",0,"Sat"
"1138","2016-02-06","Standard Chartered Bank","BFSI","chennai","Routine","JAVA/J2EE/Struts/Hibernate","scheduled walk in","Male","Chennai","chennai","Chennai","Hyderabad","yes","yes","yes","yes","yes","yes","yes","yes","no","Single",0,"Sat"
